Year,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Real GDP growth (Annual percent change),5.9,8.8,5.3,9.5,11.8,3.1,7.6,8.2,2.2,-15.1,4.1,5.5,0.2,0,-6.6,-9.8,2.4,2.4,3.5,3.2,-3.8,3.4,-35
